molecule_chembl_id,canonical_smiles,standard_value
CHEMBL3764688,N=C(N/C(=N/O)c1nonc1N)c1ccccc1Br,16350.0
CHEMBL3764684,N=C(N/C(=N/O)c1nonc1N)N1CCCN=C1N,3230.0
CHEMBL3763907,N=C(N/C(=N/O)c1nonc1N)c1ccccc1N,8610.0
CHEMBL3764457,N=C(N/C(=N/O)c1nonc1N)c1ccccc1,7190.0
CHEMBL3764886,N=C(N)NC(=N)N/C(=N/O)c1nonc1N,1850.0
CHEMBL1614712,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,10000.0
CHEMBL3787112,Nc1ncnc2c1c(-c1cccc(O)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,7000.0
CHEMBL3785951,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cc(OC[C@@H]5CCCO5)ccc4F)c4c(N)ncnc43)C2)CC1,10000.0
CHEMBL1983268,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,10000.0
CHEMBL3137336,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl,18.0
CHEMBL3805037,Cn1ncc(Br)c1-c1ccc(C(=O)NC2(c3ccc(Cl)c(Cl)c3)CCNCC2)cc1,1400.0
CHEMBL3805006,Cn1ncc(Cl)c1-c1ccc(C(=O)NC2(c3ccc(Cl)c(Cl)c3)CCNCC2)cc1,1910.0
CHEMBL3805319,Cn1ncc(Cl)c1-c1c(Cl)c(C(=O)NC2(c3ccc(Cl)c(Cl)c3)CCNCC2)n(C)c1Cl,850.0
CHEMBL3805443,Cn1cc(-c2c(Br)cnn2C)cc1C(=O)NC1(c2ccc(Cl)c(Cl)c2)CCNCC1,1260.0
CHEMBL3805457,Cn1ncc(Cl)c1-c1oc(C(=O)NC2(c3ccc(Cl)c(Cl)c3)CCNCC2)cc1Br,1480.0
CHEMBL3805228,Cn1ncc(Cl)c1-c1cc(C(=O)NC2(c3ccc(Cl)c(Cl)c3)CCNCC2)oc1Cl,61.0
CHEMBL3805691,Cn1ncc(Cl)c1-c1cc(C(=O)NC2(c3ccc(F)cc3)CCNCC2)oc1Cl,390.0
CHEMBL3805855,Cn1ncc(Br)c1-c1coc(C(=O)NC2(c3ccc(Cl)c(Cl)c3)CCNCC2)c1,440.0
CHEMBL3805617,Cn1ncc(Br)c1-c1coc(C(=O)NC2(c3ccc(F)cc3)CCNCC2)c1,2020.0
CHEMBL3806229,Cn1ncc(Cl)c1-c1coc(C(=O)NC2(c3ccc(F)cc3)CCNCC2)c1,920.0
CHEMBL3805163,Cn1nccc1-c1csc(C(=O)NC2(c3ccc(Cl)c(Cl)c3)CCNCC2)c1,71.0
CHEMBL3805232,Cn1ncc(Br)c1-c1csc(C(=O)NC2(c3ccc(F)cc3)CCNCC2)c1,360.0
CHEMBL3806131,Cn1ncc(Cl)c1-c1csc(C(=O)NC2(c3ccc(F)cc3)CCNCC2)c1,320.0
CHEMBL3805292,Cn1nccc1-c1csc(C(=O)NC2(c3ccc(F)cc3)CCNCC2)c1,920.0
CHEMBL3818247,CN1C(=O)COc2c1cnc1ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc21,30000.0
CHEMBL3818018,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O[C@@H]1O[C@H](CS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]1O,31330.0
CHEMBL3884319,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,10000.0
CHEMBL3892820,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccccc2C(F)(F)F)sc1Cl,2.512
CHEMBL3890070,Cn1ncc(Br)c1-c1cc(C(=O)N[C@H](CN)Cc2ccccc2C(F)(F)F)sc1Cl,2.512
CHEMBL3952025,Cc1cnn(C)c1-c1cc(C(=O)N[C@H](CN)Cc2ccccc2C(F)(F)F)sc1Cl,2.512
CHEMBL3942525,Cn1nccc1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl,2.512
CHEMBL3907254,CCc1sc(C(=O)N[C@H](CN)Cc2cccc(F)c2)cc1-c1c(Cl)cnn1C,2.512
CHEMBL3904492,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccccc2C(F)(F)F)oc1Cl,2.512
CHEMBL3968297,Cc1cnn(C)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)oc1Cl,2.512
CHEMBL3965875,Cc1sc(C(=O)N[C@H](CN)Cc2cccc(F)c2)cc1-c1c(Cl)cnn1C,2.512
CHEMBL3926382,Cn1ncc(Br)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl,2.512
CHEMBL3923631,Cn1ncc(Br)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(C(F)(F)F)c2)sc1Cl,2.512
CHEMBL3905729,Cn1ncc(Br)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)cc2)sc1Cl,2.512
CHEMBL3963487,COc1sc(C(=O)N[C@H](CN)Cc2cccc(F)c2)cc1-c1c(Cl)cnn1C,2.512
CHEMBL3953883,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)sc1Cl,2.512
CHEMBL3929383,Cn1nccc1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl,2.512
CHEMBL3932335,CCn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)cc2)sc1Cl,2.512
CHEMBL3935057,Cc1cnn(C)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl,2.512
CHEMBL3971992,CCn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)sc1Cl,2.512
CHEMBL3903718,CCn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl,2.512
CHEMBL2219422,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl,1.0
CHEMBL3953878,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)oc1Cl,1.0
CHEMBL3679710,c1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,2800.0
CHEMBL3679711,c1coc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)c1,6300.0
CHEMBL3679712,Nc1cc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)ccn1,13000.0
CHEMBL3679713,c1c[nH]c(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)c1,7900.0
CHEMBL3679714,Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cn1,2100.0
CHEMBL3679715,Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,13000.0
CHEMBL3679716,CC(C)(C)c1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,4700.0
CHEMBL3679717,FC(F)(F)c1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,30000.0
CHEMBL3679718,Clc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,5100.0
CHEMBL3679719,c1ccc2c(c1)Nc1ncccc1-n1c(-c3ccc4ccccc4c3)nnc1-2,29000.0
CHEMBL3679720,Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,730.0
CHEMBL3679721,CN(C)c1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,1600.0
CHEMBL3679722,Clc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1Cl,5100.0
CHEMBL3679723,CN1c2ccccc2-c2nnc(-c3ccc4ccccc4c3)n2-c2ccccc21,67000.0
CHEMBL3679724,Fc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,23000.0
CHEMBL3679725,Fc1cccc(F)c1-c1nnc2n1-c1cccnc1Nc1ccccc1-2,28000.0
CHEMBL3679726,Fc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)c(F)c1,7200.0
CHEMBL3679727,Nc1cccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)c1,8100.0
CHEMBL3679728,Oc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,2200.0
CHEMBL3679729,c1ccc(-c2nnc3n2-c2ccccc2Nc2ccccc2-3)cc1,1900.0
CHEMBL3679730,CN(C)c1ccc(-c2nnc3n2-c2ccccc2Nc2ccccc2-3)cc1,3500.0
CHEMBL3679731,Nc1ccc(-c2nnc3n2-c2ccccc2Nc2ccccc2-3)cc1,1800.0
CHEMBL3684334,OCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,1000.0
CHEMBL3684335,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,83.0
CHEMBL3684336,COC(=O)c1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,2600.0
CHEMBL3684337,O=C(c1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,800.0
CHEMBL3684338,COc1cccc(C(=O)Nc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)c1,160.0
CHEMBL3684339,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc2ccccc2c1,680.0
CHEMBL3684340,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,2500.0
CHEMBL3684341,Cc1ccc(C(=O)Nc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,100.0
CHEMBL3684342,COc1ccc(C(=O)Nc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,160.0
CHEMBL3684343,CCCC(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,730.0
CHEMBL3684344,CC(C)CC(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,700.0
CHEMBL3684345,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cccc2ccccc12,640.0
CHEMBL3684346,O=C(Cc1cccc2ccccc12)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,950.0
CHEMBL3684347,CC(C)(C)CC(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,340.0
CHEMBL3684348,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc(F)c(F)c1,150.0
CHEMBL3684349,[C-]#[N+]c1ccc(C(=O)Nc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,140.0
CHEMBL3684350,CCC(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,1800.0
CHEMBL3684351,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cccnc1,260.0
CHEMBL3684352,COc1ccccc1C(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,520.0
CHEMBL3684353,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cc2ccccc2s1,360.0
CHEMBL3684354,CC(C)(C)C(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,420.0
CHEMBL3684355,CC(C)(C)c1ccc(C(=O)Nc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,230.0
CHEMBL3684356,CN(C)c1ccc(C(=O)Nc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,1900.0
CHEMBL3684357,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc(F)c(C(F)(F)F)c1,5300.0
CHEMBL3684358,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc2c(c1)OCO2,53.0
CHEMBL3639832,Cc1cc(C(=O)Nc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)no1,120.0
CHEMBL3684359,O=C(Cc1ccccc1)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,240.0
CHEMBL3684360,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccco1,130.0
CHEMBL3684361,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccccc1F,110.0
CHEMBL3684362,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc(C(F)(F)F)cc1,650.0
CHEMBL3684363,COCC(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,1500.0
CHEMBL3684364,O=C(CCc1ccccc1)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,1800.0
CHEMBL3684365,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cnc2ccccc2n1,160.0
CHEMBL3684366,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc(F)cc1,110.0
CHEMBL3684367,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)C1CCC1,700.0
CHEMBL3684368,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccncc1,350.0
CHEMBL3684369,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccccc1,70.0
CHEMBL3684370,[C-]#[N+]c1cccc(C(=O)Nc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)c1,76.0
CHEMBL3684371,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc(-c2ccccc2)cc1,780.0
CHEMBL3684372,NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,690.0
CHEMBL3684373,c1ccc(-c2nnc(C3CCN(Cc4ccc(-c5nnc6n5-c5cccnc5Nc5ccccc5-6)cc4)CC3)[nH]2)nc1,84.0
CHEMBL3684374,CS(=O)(=O)OCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,490.0
CHEMBL3684375,c1ccc2c(c1)Nc1ncccc1-n1c(-c3ccc(CN4CCCC4)cc3)nnc1-2,4300.0
CHEMBL3684376,c1ccc(CNCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,1900.0
CHEMBL3684377,Fc1ccccc1N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,2800.0
CHEMBL3684378,CC(C)CCNCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,4400.0
CHEMBL3684379,c1ccc2c(c1)Nc1ncccc1-n1c(-c3ccc(CNC4CCC4)cc3)nnc1-2,4500.0
CHEMBL3684380,CCN(Cc1ccncc1)Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,2100.0
CHEMBL3684381,CC(C)CNCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,6400.0
CHEMBL3684382,CN(C)C(=O)CN1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,8000.0
CHEMBL3684383,COCCNCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,4600.0
CHEMBL3684384,c1ccc2c(c1)Nc1ncccc1-n1c(-c3ccc(CN4CCN(Cc5ccncc5)CC4)cc3)nnc1-2,5200.0
CHEMBL3684385,CN(CCc1ccccn1)Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,1100.0
CHEMBL3684386,OCC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,8300.0
CHEMBL3684387,COCCN(C)Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,4700.0
CHEMBL3684388,O=C1CCCN1CCCNCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,4400.0
CHEMBL3684389,CN(CCc1ccccc1)Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,780.0
CHEMBL3684390,OC1(c2ccccc2)CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,1900.0
CHEMBL3684391,CCN(CC)C(=O)C1CCCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)C1,4800.0
CHEMBL3684392,c1ccc(CN2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)cc1,5300.0
CHEMBL3684393,OC1CCCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)C1,5700.0
CHEMBL3684394,c1ccc2c(c1)Nc1ncccc1-n1c(-c3ccc(CN4CCOCC4)cc3)nnc1-2,1600.0
CHEMBL3684395,CC(C)CN(C)Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,7100.0
CHEMBL3684396,CC(=O)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)C1,3400.0
CHEMBL3684397,CCCNCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,5800.0
CHEMBL3684398,CN1CCC(N(C)Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,5500.0
CHEMBL3684399,CCOC(=O)N1CCC(NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,2300.0
CHEMBL3684400,CCCN(C)Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,2500.0
CHEMBL3684401,Cc1ccc(CN2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)cc1,2800.0
CHEMBL3684402,O=C(c1ccco1)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,1400.0
CHEMBL3684403,c1ccc2c(c1)Nc1ncccc1-n1c(-c3ccc(CNCC4CC4)cc3)nnc1-2,6700.0
CHEMBL3684404,c1ccc(CCN2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)cc1,5800.0
CHEMBL3684405,O=C(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc(F)cc1,300.0
CHEMBL3684406,O=C(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cccnc1,200.0
CHEMBL3684407,O=C(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccco1,1100.0
CHEMBL3684408,CN(C)c1ccc(C(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,110.0
CHEMBL3684409,O=C(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccccc1,200.0
CHEMBL3684410,O=C(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)C1CCC1,1800.0
CHEMBL3684411,O=S(=O)(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccccc1,140.0
CHEMBL3684412,COc1ccc(S(=O)(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,800.0
CHEMBL3684413,Cn1cnc(S(=O)(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)c1,240.0
CHEMBL3684414,Cn1ccc(S(=O)(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)n1,120.0
CHEMBL3684415,O=S(=O)(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cccnc1,220.0
CHEMBL3684416,O=S(=O)(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccccc1,6600.0
CHEMBL3684417,O=C(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)Nc1ccccc1,2900.0
CHEMBL3684418,O=S(=O)(NCCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccccc1,5800.0
CHEMBL3684419,COc1ccc(S(=O)(=O)NCCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,9100.0
CHEMBL3684420,O=C(NCCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)Nc1ccccc1,120.0
CHEMBL3684421,O=C(NCCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccccc1,630.0
CHEMBL3684422,O=S(=O)(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccccc1F,170.0
CHEMBL3684423,O=S(=O)(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cccc(F)c1,400.0
CHEMBL3684424,COc1cccc(S(=O)(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)c1,140.0
CHEMBL3684425,Cc1cccc(S(=O)(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)c1,110.0
CHEMBL3684426,O=S(=O)(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cccc(Cl)c1,150.0
CHEMBL3684427,O=S(=O)(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc(F)cc1,120.0
CHEMBL3684428,Cc1ccc(S(=O)(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,110.0
CHEMBL3684429,O=S(=O)(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc(Cl)cc1,220.0
CHEMBL3684430,CC(=O)Nc1ccc(S(=O)(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,140.0
CHEMBL3684431,O=C(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)Nc1ccccc1F,310.0
CHEMBL3684432,O=C(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)Nc1cccc(F)c1,1100.0
CHEMBL3684433,COc1cccc(NC(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)c1,130.0
CHEMBL3684434,O=C(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)Nc1ccc(F)cc1,1200.0
CHEMBL3684435,Cc1cccc(NC(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)c1,480.0
CHEMBL3684436,NC1(c2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CCC1,99.0
CHEMBL3684437,ClCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,1900.0
CHEMBL3684438,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3nnc4n3-c3ccccc3Nc3ccccc3-4)cc2)CC1,940.0
CHEMBL3684439,c1ccc(-c2nnc(C3CCN(Cc4ccc(-c5nnc6n5-c5ccccc5Nc5ccccc5-6)cc4)CC3)[nH]2)nc1,250.0
CHEMBL3684440,[C-]#[N+]c1ccc(C(=O)NC2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)cc1,1700.0
CHEMBL3684441,c1ccc2c(c1)Nc1ncccc1-n1c(-c3ccc(CN4CCC(c5nnc(-c6ccncc6)[nH]5)CC4)cc3)nnc1-2,170.0
CHEMBL3684442,O=C(c1ccc(F)cc1)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,3200.0
CHEMBL3684443,O=C(C1CCCC1)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,3400.0
CHEMBL3684444,COc1ccccc1C(=O)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,430.0
CHEMBL3684445,O=C(CCc1ccccc1)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,3400.0
CHEMBL3684446,Cc1cccc(C(=O)N2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)c1,1300.0
CHEMBL3684447,COc1ccc(C(=O)N2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)cc1,1400.0
CHEMBL3684448,COc1cccc(C(=O)N2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)c1,2200.0
CHEMBL3684449,[C-]#[N+]c1ccc(C(=O)N2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)cc1,990.0
CHEMBL3684450,O=C(Cc1ccccc1)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,6000.0
CHEMBL3684451,O=C(c1ccccc1F)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,450.0
CHEMBL3684452,Cc1cc(C(=O)N2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)no1,2900.0
CHEMBL3684453,O=C(c1ccc(F)c(F)c1)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,4900.0
CHEMBL3684454,O=C(c1ccccc1)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,1900.0
CHEMBL3684455,COC(=O)c1sccc1S(=O)(=O)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,790.0
CHEMBL3684456,Cc1noc(C)c1S(=O)(=O)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,6800.0
CHEMBL3684457,O=S(=O)(NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1)c1ccccc1F,2300.0
CHEMBL3639833,O=S(=O)(CC1CCCCC1)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,3400.0
CHEMBL3684458,O=S(=O)(NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1)C1CC1,5300.0
CHEMBL3684459,COc1cccc(S(=O)(=O)NC2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)c1,3000.0
CHEMBL3684460,CC(=O)Nc1ccc(S(=O)(=O)NC2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)cc1,5000.0
